line_number,book_number,original_text,verse_normalized,verse_syllabified
9287,19,Und scharfspitzigen Lanzen; voran ging Pallas Athene,und scharfspitzigen lanzen voran ging pallas athene,und|scha|rf|spit|zi|gen|lan|zen|vor|an|ging|pal|las|a|the|ne
9288,19,"Mit der goldenen Lamp', und verbreitete leuchtenden Schimmer.",mit der goldenen lamp' und verbreitete leuchtenden schimmer,mit|der|gol|de|nen|lamp'|und|ver|brei|te|te|leuch|ten|den|schim|mer
9289,19,Und Telemachos sprach zu seinem Vater Odysseus:,und telemachos sprach zu seinem vater odysseus,und|te|le|ma|chos|sprach|zu|sei|nem|va|ter|o|dys|seus
9290,19,"Vater, ein großes Wunder erblick' ich hier mit den Augen!",vater ein großes wunder erblick' ich hier mit den augen,va|ter|ein|gro|ßes|wun|der|er|blick'|ich|hier|mit|den|au|gen
9291,19,"Alle Wände des Hauses, und jegliche schöne Vertiefung,",alle wände des hauses und jegliche schöne vertiefung,al|le|wän|de|des|hau|ses|und|jeg|li|che|schö|ne|ver|tie|fung
9292,19,"Und die fichtenen Balken und hocherhabenen Säulen,",und die fichtenen balken und hocherhabenen säulen,und|die|fich|te|n|en|bal|ken|und|hoch|er|ha|be|nen|säu|len
9293,19,Glänzen mir vor den Augen so hell als brennendes Feuer!,glänzen mir vor den augen so hell als brennendes feuer,glän|zen|mir|vor|den|au|gen|so|hell|als|bren|nen|des|feu|er
9294,19,"Wahrlich ein Gott ist hier, des weiten Himmels Bewohner!",wahrlich ein gott ist hier des weiten himmels bewohner,wahr|lich|ein|gott|ist|hier|des|wei|ten|him|mels|be|woh|ner
9295,19,Ihm antwortete drauf der erfindungsreiche Odysseus:,ihm antwortete drauf der erfindungsreiche odysseus,ihm|ant|wor|te|te|drauf|der|er|fin|dungs|rei|che|o|dys|seus
9296,19,"Schweig, und forsche nicht nach, und bewahre deine Gedanken!",schweig und forsche nicht nach und bewahre deine gedanken,schweig|und|for|sche|nicht|nach|und|be|wah|re|dei|ne|ge|dan|ken
9297,19,"Siehe, das ist die Weise der himmelbewohnenden Götter!",siehe das ist die weise der himmelbewohnenden götter,sie|he|das|ist|die|wei|se|der|him|mel|be|woh|nen|den|göt|ter
9298,19,"Aber lege dich schlafen; ich bleibe hier noch ein wenig,",aber lege dich schlafen ich bleibe hier noch ein wenig,a|ber|le|ge|dich|schla|fen|ich|blei|be|hier|noch|ein|we|nig
9299,19,Um die Mägde hieher und deine Mutter zu locken:,um die mägde hieher und deine mutter zu locken,um|die|mäg|de|hie|her|und|dei|ne|mut|ter|zu|lo|cken
9300,19,Diese wird mich weinend nach allen Dingen befragen.,diese wird mich weinend nach allen dingen befragen,die|se|wird|mich|wei|nend|nach|al|len|din|gen|be|fra|gen
9301,19,Sprach's; und Telemachos ging mit angezündeten Fackeln,sprach's und telemachos ging mit angezündeten fackeln,sprach's|und|te|le|ma|chos|ging|mit|an|ge|zün|de|ten|fa|ckeln
9302,19,"Aus dem Saale hinaus in seine Kammer zu Bette,",aus dem saale hinaus in seine kammer zu bette,aus|dem|saa|le|hin|aus|in|sei|ne|kam|mer|zu|bet|te
9303,19,"Wo er gewöhnlich ruhte, wann süßer Schlummer ihn einlud:",wo er gewöhnlich ruhte wann süßer schlummer ihn einlud,wo|er|ge|wöhn|lich|ruh|te|wann|sü|ßer|schlum|mer|ihn|ein|lud
9304,19,"Allda schlief er auch jetzt, und harrte der heiligen Frühe.",allda schlief er auch jetzt und harrte der heiligen frühe,all|da|schlief|er|auch|jetzt|und|harr|te|der|hei|li|gen|frü|he
9305,19,"Aber im Saale blieb der göttergleiche Odysseus,",aber im saale blieb der göttergleiche odysseus,a|ber|im|saa|le|blieb|der|göt|ter|glei|che|o|dys|seus
9306,19,Und umdachte den Tod der Freier mit Pallas Athene.,und umdachte den tod der freier mit pallas athene,und|um|dach|te|den|tod|der|frei|er|mit|pal|las|a|the|ne
9307,19,"Jetzo ging aus der Kammer die kluge Penelopeia,",jetzo ging aus der kammer die kluge penelopeia,jet|zo|ging|aus|der|kam|mer|die|klu|ge|pe|ne|lo|peia
9308,19,Artemis gleich an Gestalt und der goldenen Aphrodite.,artemis gleich an gestalt und der goldenen aphrodite,ar|te|mis|gleich|an|ge|stalt|und|der|gol|de|nen|aph|ro|di|te
9309,19,"Neben das Feuer setzten sie ihren gewöhnlichen Sessel,",neben das feuer setzten sie ihren gewöhnlichen sessel,ne|ben|das|feu|er|setz|ten|sie|ih|ren|ge|wöhn|li|chen|ses|sel
9310,19,"Welcher mit Elfenbein und Silber umzogen, ein Kunstwerk",welcher mit elfenbein und silber umzogen ein kunstwerk,wel|cher|mit|el|fen|bein|und|sil|ber|um|zo|gen|ein|kunst|werk
9311,19,Von Ikmalios war; der Schemel unter den Füßen,von ikmalios war der schemel unter den füßen,von|ik|ma|li|os|war|der|sche|mel|un|ter|den|fü|ßen
9312,19,"Hing daran, und ein zottichtes Fell bedeckte den Sessel.",hing daran und ein zottichtes fell bedeckte den sessel,hing|da|ran|und|ein|zot|tich|tes|fell|be|deck|te|den|ses|sel
9313,19,Allda setzte sich nun die kluge Penelopeia.,allda setzte sich nun die kluge penelopeia,all|da|setz|te|sich|nun|die|klu|ge|pe|ne|lo|peia
9314,19,"Und weißarmige Mägde, die aus der hinteren Wohnung",und weißarmige mägde die aus der hinteren wohnung,und|weiß|ar|mi|ge|mäg|de|die|aus|der|hin|te|ren|woh|nung
9315,19,"Kamen, trugen von dannen das viele Brot und die Tische,",kamen trugen von dannen das viele brot und die tische,ka|men|tru|gen|von|dan|nen|das|vie|le|brot|und|die|ti|sche
9316,19,Und die Trinkgefäße der übermütigen Männer;,und die trinkgefäße der übermütigen männer,und|die|trink|ge|fä|ße|der|ü|ber|mü|ti|gen|män|ner
9317,19,"Schütteten aus den Geschirren die Glut zur Erden, und häuften",schütteten aus den geschirren die glut zur erden und häuften,schüt|te|ten|aus|den|ge|schir|ren|die|glut|zur|er|den|und|häuf|ten
9318,19,"Anderes Holz darauf, zum Leuchten und zur Erwärmung.",anderes holz darauf zum leuchten und zur erwärmung,an|de|res|holz|dar|auf|zum|leuch|ten|und|zur|er|wär|mung
9319,19,Aber Melantho schalt von neuem den edlen Odysseus:,aber melantho schalt von neuem den edlen odysseus,a|ber|me|lan|tho|schalt|von|neu|em|den|ed|len|o|dys|seus
9320,19,"Fremdling, willst du auch noch die Ruhe der Nacht uns verderben,",fremdling willst du auch noch die ruhe der nacht uns verderben,fremd|ling|willst|du|auch|noch|die|ru|he|der|nacht|uns|ver|der|ben
9321,19,"Um das Haus zu durchwandern, und auf die Weiber zu lauren?",um das haus zu durchwandern und auf die weiber zu lauren,um|das|haus|zu|durch|wan|dern|und|auf|die|wei|ber|zu|lau|ren
9322,19,"Elender, geh aus der Tür, und sei vergnügt mit der Mahlzeit;",elender geh aus der tür und sei vergnügt mit der mahlzeit,e|len|der|geh|aus|der|tür|und|sei|ver|gnügt|mit|der|mahl|zeit
9323,19,"Oder ich werfe dich gleich mit dem Brande, daß du hinausfliehst!",oder ich werfe dich gleich mit dem brande daß du hinausfliehst,o|der|ich|wer|fe|dich|gleich|mit|dem|bran|de|daß|du|hin|aus|fliehst
9324,19,Zürnend schaute auf sie und sprach der weise Odysseus:,zürnend schaute auf sie und sprach der weise odysseus,zür|nend|schau|te|auf|sie|und|sprach|der|wei|se|o|dys|seus
9325,19,"Unglückselige, sprich, was fährst du mich immer so hart an?",unglückselige sprich was fährst du mich immer so hart an,un|glück|se|li|ge|sprich|was|fährst|du|mich|im|mer|so|hart|an
9326,19,"Weil ich nicht jung mehr bin, und meine Kleider so schlecht sind?",weil ich nicht jung mehr bin und meine kleider so schlecht sind,weil|ich|nicht|jung|mehr|bin|und|mei|ne|klei|der|so|schlecht|sind
9327,19,"Und weil die Not mich zwingt, als Bettler die Stadt zu durchwandern?",und weil die not mich zwingt als bettler die stadt zu durchwandern,und|weil|die|not|mich|zwingt|als|bett|ler|die|stadt|zu|durch|wan|dern
9328,19,Dieses ist ja der Armen und irrenden Fremdlinge Schicksal!,dieses ist ja der armen und irrenden fremdlinge schicksal,die|ses|ist|ja|der|ar|men|und|ir|ren|den|fremd|lin|ge|schick|sal
9329,19,"Siehe, ich selber war einst ein glücklicher Mann, und Bewohner",siehe ich selber war einst ein glücklicher mann und bewohner,sie|he|ich|sel|ber|war|einst|ein|glü|ck|li|cher|mann|und|be|woh|ner
9330,19,"Eines reichen Palastes, und gab dem irrenden Fremdling",eines reichen palastes und gab dem irrenden fremdling,ei|nes|rei|chen|pa|las|tes|und|gab|dem|ir|ren|den|fremd|ling
9331,19,"Oftmals, wer er auch war, und welche Not ihn auch drängte.",oftmals wer er auch war und welche not ihn auch drängte,oft|mals|wer|er|auch|war|und|wel|che|not|ihn|auch|dräng|te
9332,19,"Und unzählige Knechte besaß ich, und andere Güter,",und unzählige knechte besaß ich und andere güter,und|un|zäh|li|ge|knech|te|be|saß|ich|und|an|de|re|gü|ter
9333,19,Die man zum Überfluß und zur Pracht der Reichen erfodert.,die man zum überfluß und zur pracht der reichen erfodert,die|man|zum|über|fluß|und|zur|pracht|der|rei|chen|er|fo|dert
9334,19,Aber das nahm mir Zeus nach seinem heiligen Ratschluß!,aber das nahm mir zeus nach seinem heiligen ratschluß,a|ber|das|nahm|mir|zeus|nach|sei|nem|hei|li|gen|rat|schluß
9335,19,"Darum, Mädchen, bedenk: wenn auch du so gänzlich dein Ansehn",darum mädchen bedenk wenn auch du so gänzlich dein ansehn,da|rum|mäd|chen|be|denk|wenn|auch|du|so|gänz|lich|dein|an|sehn
9336,19,"Einst verlörst, womit du vor deinen Gespielinnen prangest;",einst verlörst womit du vor deinen gespielinnen prangest,einst|ver|lörst|wo|mit|du|vor|dei|nen|ge|spie|lin|nen|pran|gest
9337,19,Oder wenn dich einmal der Zorn der Königin träfe:,oder wenn dich einmal der zorn der königin träfe,o|der|wenn|dich|ein|mal|der|zorn|der|kö|ni|gin|trä|fe
9338,19,Oder Odysseus käme: denn noch ist Hoffnung zur Heimkehr!,oder odysseus käme denn noch ist hoffnung zur heimkehr,o|der|o|dys|seus|kä|me|denn|noch|ist|hoff|nung|zur|heim|kehr
9339,19,"Aber er sei schon tot, und kehre nimmer zur Heimat:",aber er sei schon tot und kehre nimmer zur heimat,a|ber|er|sei|schon|tot|und|keh|re|nim|mer|zur|hei|mat
9340,19,"Dennoch lebt ja sein Sohn Telemachos, welchen Apollons",dennoch lebt ja sein sohn telemachos welchen apollons,den|noch|lebt|ja|sein|sohn|te|le|ma|chos|wel|chen|a|pol|lons
9341,19,"Gnade beschirmt; und er weiß, wie viel Unarten die Weiber",gnade beschirmt und er weiß wie viel unarten die weiber,gna|de|be|schirmt|und|er|weiß|wie|viel|un|ar|ten|die|wei|ber
9342,19,Hier im Hause beginnen; denn er ist wahrlich kein Kind mehr!,hier im hause beginnen denn er ist wahrlich kein kind mehr,hier|im|hau|se|be|gin|nen|denn|er|ist|wahr|lich|kein|kind|mehr
9343,19,Also sprach er; ihn hörte die kluge Penelopeia.,also sprach er ihn hörte die kluge penelopeia,al|so|sprach|er|ihn|hör|te|die|klu|ge|pe|ne|lo|peia
9344,19,Zürnend wandte sie sich zu der Magd mit scheltenden Worten:,zürnend wandte sie sich zu der magd mit scheltenden worten,zür|nend|wand|te|sie|sich|zu|der|magd|mit|schel|ten|den|wor|ten
9345,19,"Unverschämteste Hündin, ich kenne jegliche Schandtat,",unverschämteste hündin ich kenne jegliche schandtat,un|ver|schäm|tes|te|hün|din|ich|ken|ne|jeg|li|che|schand|tat
9346,19,"Welche du tust, und du sollst mit deinem Haupte sie büßen!",welche du tust und du sollst mit deinem haupte sie büßen,wel|che|du|tust|und|du|sollst|mit|dei|nem|haup|te|sie|bü|ßen
9347,19,"Alles wußtest du ja, du hattest von mir es gehöret:",alles wußtest du ja du hattest von mir es gehöret,al|les|wuß|test|du|ja|du|hat|test|von|mir|es|ge|hö|ret
9348,19,Daß ich in meiner Kammer den Fremdling wollte befragen,daß ich in meiner kammer den fremdling wollte befragen,daß|ich|in|mei|ner|kam|mer|den|fremd|ling|woll|te|be|fra|gen
9349,19,"Wegen meines Gemahls, um den ich so herzlich betrübt bin!",wegen meines gemahls um den ich so herzlich betrübt bin,we|gen|mei|nes|ge|mahls|um|den|ich|so|herz|lich|be|trübt|bin
9350,19,Und zu der Schaffnerin Eurynome sagte sie also:,und zu der schaffnerin eurynome sagte sie also,und|zu|der|schaff|ne|rin|eu|ry|no|me|sag|te|sie|al|so
9351,19,"Auf Eurynome, bringe mir einen Stuhl und ein Schafsfell,",auf eurynome bringe mir einen stuhl und ein schafsfell,auf|eu|ry|no|me|brin|ge|mir|ei|nen|stuhl|und|ein|schafs|fell
9352,19,"Drauf zu legen, hieher; damit er sitzend erzähle",drauf zu legen hieher damit er sitzend erzähle,drauf|zu|le|gen|hie|her|da|mit|er|sit|zend|er|zäh|le
9353,19,"Und mich höre, der Fremdling; ich will ihn jetzo befragen.",und mich höre der fremdling ich will ihn jetzo befragen,und|mich|hö|re|der|fremd|ling|ich|will|ihn|jet|zo|be|fra|gen
9354,19,"Also sprach sie; da ging die Schaffnerin eilig, und brachte",also sprach sie da ging die schaffnerin eilig und brachte,al|so|sprach|sie|da|ging|die|schaff|ne|rin|ei|lig|und|brach|te
9355,19,"Einen zierlichen Stuhl, und legte drüber ein Schafsfell.",einen zierlichen stuhl und legte drüber ein schafsfell,ei|nen|zier|li|chen|stuhl|und|leg|te|drü|ber|ein|schafs|fell
9356,19,Hierauf setzte sich nun der herrliche Dulder Odysseus.,hierauf setzte sich nun der herrliche dulder odysseus,hier|auf|setz|te|sich|nun|der|herr|li|che|dul|der|o|dys|seus
9357,19,Und es begann das Gespräch die kluge Penelopeia:,und es begann das gespräch die kluge penelopeia,und|es|be|gann|das|ge|spräch|die|klu|ge|pe|ne|lo|peia
9358,19,"Hierum muß ich dich, Fremdling, vor allen Dingen befragen:",hierum muß ich dich fremdling vor allen dingen befragen,hier|um|muß|ich|dich|fremd|ling|vor|al|len|din|gen|be|fra|gen
9359,19,"Wer, wes Volkes bist du, und wo ist deine Geburtstadt?",wer wes volkes bist du und wo ist deine geburtstadt,wer|wes|vol|kes|bist|du|und|wo|ist|dei|ne|ge|burt|s|tadt
9360,19,Ihr antwortete drauf der erfindungsreiche Odysseus:,ihr antwortete drauf der erfindungsreiche odysseus,ihr|ant|wor|te|te|drauf|der|er|fin|dungs|rei|che|o|dys|seus
9361,19,"Keiner, o Königin, lebt auf der unermeßlichen Erde,",keiner o königin lebt auf der unermeßlichen erde,kei|ner|o|kö|ni|gin|lebt|auf|der|un|er|meß|li|chen|er|de
9362,19,"Der dich tadle; dein Ruhm erreicht die Feste des Himmels,",der dich tadle dein ruhm erreicht die feste des himmels,der|dich|tad|le|dein|ruhm|er|reicht|die|fes|te|des|him|mels
9363,19,"Gleich dem Ruhme des guten und gottesfürchtigen Königs,",gleich dem ruhme des guten und gottesfürchtigen königs,gleich|dem|ruh|me|des|gu|ten|und|got|tes|fürch|ti|gen|kö|nigs
9364,19,"Welcher ein großes Volk von starken Männern beherrschet,",welcher ein großes volk von starken männern beherrschet,wel|cher|ein|gro|ßes|volk|von|star|ken|män|nern|be|herr|schet
9365,19,Und die Gerechtigkeit schützt. Die fetten Hügel und Täler,und die gerechtigkeit schützt die fetten hügel und täler,und|die|ge|rech|tig|keit|schützt|die|fet|ten|hü|gel|und|tä|ler
9366,19,"Wallen von Weizen und Gerste, die Bäume hangen voll Obstes,",wallen von weizen und gerste die bäume hangen voll obstes,wal|len|von|wei|zen|und|gers|te|die|bäu|me|han|gen|voll|obst|es
9367,19,"Häufig gebiert das Vieh, und die Wasser wimmeln von Fischen,",häufig gebiert das vieh und die wasser wimmeln von fischen,häu|fig|ge|biert|das|vieh|und|die|was|ser|wim|meln|von|fi|schen
9368,19,"Unter dem weisen König, der seine Völker beseligt.",unter dem weisen könig der seine völker beseligt,un|ter|dem|wei|sen|kö|nig|der|sei|ne|völ|ker|be|se|ligt
9369,19,"Aber frage mich hier im Hause nach anderen Dingen,",aber frage mich hier im hause nach anderen dingen,a|ber|fra|ge|mich|hier|im|hau|se|nach|an|de|ren|din|gen
9370,19,Und erkunde dich nicht nach meinem Geschlecht und Geburtsland:,und erkunde dich nicht nach meinem geschlecht und geburtsland,und|er|kun|de|dich|nicht|nach|mei|nem|ge|schlecht|und|ge|burts|land
9371,19,"Daß du nicht mein Herz mit herberen Qualen erfüllest,",daß du nicht mein herz mit herberen qualen erfüllest,daß|du|nicht|mein|herz|mit|her|be|ren|qua|len|er|fül|lest
9372,19,"Wenn ich mich alles Jammers erinnere, den ich erduldet.",wenn ich mich alles jammers erinnere den ich erduldet,wenn|ich|mich|al|les|jam|mers|er|in|ne|re|den|ich|er|dul|det
9373,19,"Denn mit Klagen und Weinen im fremden Hause zu sitzen,",denn mit klagen und weinen im fremden hause zu sitzen,denn|mit|kla|gen|und|wei|nen|im|frem|den|hau|se|zu|sit|zen
9374,19,Ziemet mir nicht; und langer Gram vermehrt nur das Leiden.,ziemet mir nicht und langer gram vermehrt nur das leiden,zie|met|mir|nicht|und|lan|ger|gram|ver|mehrt|nur|das|lei|den
9375,19,"Auch möcht' eine der Mägde mir zürnen, oder du selber,",auch möcht' eine der mägde mir zürnen oder du selber,auch|möcht'|ei|ne|der|mäg|de|mir|zür|nen|o|der|du|sel|ber
9376,19,"Und, wenn ich weinte, sagen, mir tränten die Augen vom Weinrausch.",und wenn ich weinte sagen mir tränten die augen vom weinrausch,und|wenn|ich|wein|te|sa|gen|mir|trän|ten|die|au|gen|vom|wein|rausch
9377,19,Ihm antwortete drauf die kluge Penelopeia:,ihm antwortete drauf die kluge penelopeia,ihm|ant|wor|te|te|drauf|die|klu|ge|pe|ne|lo|peia
9378,19,"Fremdling, die Tugend des Geistes und meine Schönheit und Bildung,",fremdling die tugend des geistes und meine schönheit und bildung,fremd|ling|die|tu|gend|des|geis|tes|und|mei|ne|schön|heit|und|bil|dung
9379,19,"Raubten die Himmlischen mir am Tage, da die Argeier",raubten die himmlischen mir am tage da die argeier,raub|ten|die|himm|li|schen|mir|am|ta|ge|da|die|ar|gei|er
9380,19,"Schifften gen Troja, mit ihnen mein trauter Gemahl Odysseus!",schifften gen troja mit ihnen mein trauter gemahl odysseus,schiff|ten|gen|tro|ja|mit|ih|nen|mein|trau|ter|ge|mahl|o|dys|seus
9381,19,"Kehrete jener von dannen, und lebt' in meiner Gesellschaft;",kehrete jener von dannen und lebt' in meiner gesellschaft,keh|re|te|je|ner|von|dan|nen|und|lebt'|in|mei|ner|ge|sell|schaft
9382,19,Ja dann möchte mein Ruhm wohl größer werden und schöner.,ja dann möchte mein ruhm wohl größer werden und schöner,ja|dann|möch|te|mein|ruhm|wohl|grö|ßer|wer|den|und|schö|ner
9383,19,Aber jetzo traur' ich; denn Leiden beschied mir ein Dämon!,aber jetzo traur' ich denn leiden beschied mir ein dämon,a|ber|jet|zo|traur'|ich|denn|lei|den|be|schied|mir|ein|dä|mon
9384,19,"Alle Fürsten, so viel in diesen Inseln gebieten,",alle fürsten so viel in diesen inseln gebieten,al|le|fürs|ten|so|viel|in|die|sen|in|seln|ge|bie|ten
9385,19,"Samä, Dulichion und der waldbewachs'nen Zakynthos,",samä dulichion und der waldbewachs'nen zakynthos,sa|mä|du|li|chi|on|und|der|wald|be|wachs|'|nen|za|kyn|thos
9386,19,Und so viele hier in der sonnigen Ithaka wohnen:,und so viele hier in der sonnigen ithaka wohnen,und|so|vie|le|hier|in|der|son|ni|gen|i|tha|ka|woh|nen
9387,19,"Alle werben um mich mit Gewalt, und zehren das Gut auf",alle werben um mich mit gewalt und zehren das gut auf,al|le|wer|ben|um|mich|mit|ge|walt|und|zeh|ren|das|gut|auf
9388,19,"Darum kümmern mich Fremdling' und Hilfeflehende wenig,",darum kümmern mich fremdling' und hilfeflehende wenig,da|rum|küm|mern|mich|fremd|ling'|und|hil|fe|fle|hen|de|we|nig
9389,19,"Selbst die Herolde nicht, des Volks geheiligte Diener;",selbst die herolde nicht des volks geheiligte diener,selbst|die|he|rol|de|nicht|des|volks|ge|hei|lig|te|die|ner
9390,19,Sondern ich härme mich ab um meinen trauten Odysseus.,sondern ich härme mich ab um meinen trauten odysseus,son|dern|ich|här|me|mich|ab|um|mei|nen|trau|ten|o|dys|seus
9391,19,"Jene treiben die Hochzeit, und ich ersinne Verzögrung.",jene treiben die hochzeit und ich ersinne verzögrung,je|ne|trei|ben|die|hoch|zeit|und|ich|er|sin|ne|ver|zö|grung
9392,19,Erst gab diesen Gedanken ein Himmlischer mir in die Seele.,erst gab diesen gedanken ein himmlischer mir in die seele,erst|gab|die|sen|ge|dan|ken|ein|himm|li|scher|mir|in|die|see|le
9393,19,Trüglich zettelt ich mir in meiner Kammer ein feines,trüglich zettelt ich mir in meiner kammer ein feines,trüg|lich|zet|telt|ich|mir|in|mei|ner|kam|mer|ein|fei|nes
9394,19,"Übergroßes Geweb', und sprach zu der Freier Versammlung:",übergroßes geweb' und sprach zu der freier versammlung,über|gro|ßes|ge|we|b'|und|sprach|zu|der|frei|er|ver|samm|lung
9395,19,"Jünglinge, die ihr mich liebt, nach dem Tode des edlen Odysseus!",jünglinge die ihr mich liebt nach dem tode des edlen odysseus,jüng|lin|ge|die|ihr|mich|liebt|nach|dem|to|de|des|ed|len|o|dys|seus
9396,19,"Dringt auf meine Vermählung nicht eher, bis ich den Mantel",dringt auf meine vermählung nicht eher bis ich den mantel,dringt|auf|mei|ne|ver|mäh|lung|nicht|e|her|bis|ich|den|man|tel
9397,19,Fertig gewirkt (damit nicht umsonst das Garn mir verderbe!),fertig gewirkt damit nicht umsonst das garn mir verderbe,fer|tig|ge|wirkt|da|mit|nicht|um|sonst|das|garn|mir|ver|der|be
9398,19,"Welcher dem Helden Laertes zum Leichengewande bestimmt ist,",welcher dem helden laertes zum leichengewande bestimmt ist,wel|cher|dem|hel|den|la|er|tes|zum|lei|chen|ge|wan|de|be|stimmt|ist
9399,19,Wann ihn die finstere Stunde mit Todesschlummer umschattet,wann ihn die finstere stunde mit todesschlummer umschattet,wann|ihn|die|fins|te|re|stun|de|mit|to|des|schlum|mer|um|schat|tet
9400,19,"Daß nicht irgend im Lande mich eine Achaierin tadle,",daß nicht irgend im lande mich eine achaierin tadle,daß|nicht|ir|gend|im|lan|de|mich|ei|ne|a|chai|er|in|tad|le
9401,19,"Läg' er uneingekleidet, der einst so vieles beherrschte.",läg' er uneingekleidet der einst so vieles beherrschte,läg'|er|un|ein|ge|klei|det|der|einst|so|vie|les|be|herrsch|te
9402,19,"Also sprach ich mit List, und bewegte die Herzen der Edlen.",also sprach ich mit list und bewegte die herzen der edlen,al|so|sprach|ich|mit|list|und|be|weg|te|die|her|zen|der|ed|len
9403,19,Und nun webt' ich des Tages an meinem großen Gewande;,und nun webt' ich des tages an meinem großen gewande,und|nun|webt'|ich|des|ta|ges|an|mei|nem|gro|ßen|ge|wan|de
9404,19,"Aber des Nachts, dann trennt' ich es auf, beim Scheine der Fackeln.",aber des nachts dann trennt' ich es auf beim scheine der fackeln,a|ber|des|nachts|dann|trennt'|ich|es|auf|beim|schei|ne|der|fa|ckeln
9405,19,"Also täuschte ich sie drei Jahr', und betrog die Achaier.",also täuschte ich sie drei jahr' und betrog die achaier,al|so|täusch|te|ich|sie|drei|jahr'|und|be|trog|die|a|chai|er
9406,19,"Als nun das vierte Jahr im Geleite der Horen herankam,",als nun das vierte jahr im geleite der horen herankam,als|nun|das|vier|te|jahr|im|ge|lei|te|der|ho|ren|her|an|kam
9407,19,Und mit dem wechselnden Mond viel Tage waren verschwunden;,und mit dem wechselnden mond viel tage waren verschwunden,und|mit|dem|wech|seln|den|mond|viel|ta|ge|wa|ren|ver|schwun|den
9408,19,"Da verrieten mich Mägde, die Hündinnen sonder Empfindung!",da verrieten mich mägde die hündinnen sonder empfindung,da|ver|ri|e|ten|mich|mäg|de|die|hün|din|nen|son|der|emp|fin|dung
9409,19,"Und mich trafen die Freier, und schalten mit drohenden Worten.",und mich trafen die freier und schalten mit drohenden worten,und|mich|tra|fen|die|frei|er|und|schal|ten|mit|dro|hen|den|wor|ten
9410,19,"Also mußt' ich es nun, auch wider Willen, vollenden.",also mußt' ich es nun auch wider willen vollenden,al|so|mußt'|ich|es|nun|auch|wi|der|wil|len|voll|en|den
9411,19,"Aber ich kann nicht länger die Hochzeit meiden, noch weiß ich",aber ich kann nicht länger die hochzeit meiden noch weiß ich,a|ber|ich|kann|nicht|län|ger|die|hoch|zeit|mei|den|noch|weiß|ich
9412,19,Neuen Rat zu erfinden. Denn dringend ermahnen die Eltern,neuen rat zu erfinden denn dringend ermahnen die eltern,neu|en|rat|zu|er|fin|den|denn|drin|gend|er|mah|nen|die|el|tern
9413,19,"Mich zur Heirat; auch sieht es mein Sohn mit großem Verdruß an,",mich zur heirat auch sieht es mein sohn mit großem verdruß an,mich|zur|hei|rat|auch|sieht|es|mein|sohn|mit|gro|ßem|ver|druß|an
9414,19,"Wie man sein Gut verzehrt: denn er ist nun ein Mann, der sein Erbe",wie man sein gut verzehrt denn er ist nun ein mann der sein erbe,wie|man|sein|gut|ver|zehrt|denn|er|ist|nun|ein|mann|der|sein|er|be
9415,19,"Selber zu schützen vermag, und dem Zeus Ehre verleihet.",selber zu schützen vermag und dem zeus ehre verleihet,sel|ber|zu|schüt|zen|ver|mag|und|dem|zeus|eh|re|ver|lei|het
9416,19,"Aber sage mir doch, aus welchem Geschlechte du herstammst;",aber sage mir doch aus welchem geschlechte du herstammst,a|ber|sa|ge|mir|doch|aus|wel|chem|ge|schlech|te|du|her|stammst
9417,19,"Denn du stammst nicht vom Felsen, noch von der gefabelten Eiche.",denn du stammst nicht vom felsen noch von der gefabelten eiche,denn|du|stammst|nicht|vom|fel|sen|noch|von|der|ge|fa|bel|ten|ei|che
9418,19,Ihr antwortete drauf der erfindungsreiche Odysseus:,ihr antwortete drauf der erfindungsreiche odysseus,ihr|ant|wor|te|te|drauf|der|er|fin|dungs|rei|che|o|dys|seus
9419,19,"Du ehrwürdiges Weib des Laertiaden Odysseus,",du ehrwürdiges weib des laertiaden odysseus,du|ehr|wür|di|ges|weib|des|laer|tia|den|o|dys|seus
9420,19,Also hörst du nicht auf nach meinem Stamme zu forschen?,also hörst du nicht auf nach meinem stamme zu forschen,al|so|hörst|du|nicht|auf|nach|mei|nem|stam|me|zu|for|schen
9421,19,"Nun so will ich's dir sagen, wiewohl du mein bitteres Leiden",nun so will ich's dir sagen wiewohl du mein bitteres leiden,nun|so|will|ich's|dir|sa|gen|wie|wohl|du|mein|bit|te|res|lei|den
9422,19,"Mir noch bitterer machst; denn Schmerz empfindet doch jeder,",mir noch bitterer machst denn schmerz empfindet doch jeder,mir|noch|bit|te|rer|machst|denn|schmerz|emp|fin|det|doch|je|der
9423,19,"Welcher so lang' als ich von seiner Heimat entfernt ist,",welcher so lang' als ich von seiner heimat entfernt ist,wel|cher|so|lang'|als|ich|von|sei|ner|hei|mat|ent|fernt|ist
9424,19,Und mit Jammer umringt so viele Städte durchwandert.,und mit jammer umringt so viele städte durchwandert,und|mit|jam|mer|um|ringt|so|vie|le|städ|te|durch|wan|dert
9425,19,"Aber ich will dir doch, was du mich fragest, verkünden.",aber ich will dir doch was du mich fragest verkünden,a|ber|ich|will|dir|doch|was|du|mich|fra|gest|ver|kün|den
9426,19,"Kreta ist ein Land im dunkelwogenden Meere,",kreta ist ein land im dunkelwogenden meere,kre|ta|ist|ein|land|im|dun|kel|wo|gen|den|mee|re
9427,19,Fruchtbar und anmutsvoll und ringsumflossen. Es wohnen,fruchtbar und anmutsvoll und ringsumflossen es wohnen,frucht|bar|und|an|muts|voll|und|rings|um|flos|sen|es|woh|nen
